link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
62,62,bpr,20,21,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6290.390,-1.000,0.000,,22:0;24:3290;,0.000,0.000,0.000,,,,0.000,6290.390,8.150,44.173,27.454,0.736,1.243,1.243,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,6290.390,0.955,1.142,1.224,0.417,60.000,51.000,0.400,4.000,30.876,26.857,23457.018,854.415,23457.018,854.415,225.376,114.369,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6290.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6290.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5059.912,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.243182,0.000000,0.000000,0.000000,1.243182,1.243182,1.243182,1.243182,8.150,999900.000,999900.000,999900.000,8.150,8.150,8.150,8.150,60.000,60.000,60.000,60.000,40.729,29.179,27.664,35.736,55.460,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6290.390,6290.390,0.000,44.173,44.173,0.000,1.243,1.243,0.000,1.224,1.224,0.000,period-based
63,63,bpr,20,22,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7000.000,-1.000,0.000,,15:0;23:1800;,0.000,0.000,0.000,,,,0.000,7000.000,7.713,38.895,24.173,0.648,1.379,1.379,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,7000.000,0.955,1.142,1.378,0.750,60.000,51.000,0.400,4.000,25.665,20.868,21752.641,899.865,21752.641,899.865,316.532,213.591,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",7000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5075.697,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.379121,0.000000,0.000000,0.000000,1.379121,1.379121,1.379121,1.379121,7.713,999900.000,999900.000,999900.000,7.713,7.713,7.713,7.713,60.000,60.000,60.000,60.000,32.795,22.672,21.490,28.092,52.841,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7000.000,7000.000,0.000,38.895,38.895,0.000,1.379,1.379,0.000,1.378,1.378,0.000,period-based
64,64,bpr,21,20,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6227.748,-1.000,0.000,,18:3518;19:109;22:0;,0.000,0.000,0.000,,,,0.000,6227.748,8.065,44.635,27.741,0.744,1.231,1.231,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,6227.748,0.955,1.142,1.210,0.417,60.000,51.000,0.400,4.000,31.361,27.437,23223.424,837.150,23223.424,837.150,214.375,104.474,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6227.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6227.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5059.912,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.230802,0.000000,0.000000,0.000000,1.230802,1.230802,1.230802,1.230802,8.065,999900.000,999900.000,999900.000,8.065,8.065,8.065,8.065,60.000,60.000,60.000,60.000,41.381,29.801,28.260,36.422,55.646,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6227.748,6227.748,0.000,44.635,44.635,0.000,1.231,1.231,0.000,1.210,1.210,0.000,period-based
65,65,bpr,21,22,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8594.504,-1.000,0.000,,15:4473;,0.000,0.000,0.000,,,,0.000,8594.504,4.188,28.654,17.809,0.478,1.643,1.643,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,8594.504,0.955,1.142,1.684,1.083,60.000,51.000,0.400,4.000,17.056,12.100,10683.038,599.882,10683.038,599.882,313.399,262.843,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",8594.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8594.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.643337,0.000000,0.000000,0.000000,1.643337,1.643337,1.643337,1.643337,4.188,999900.000,999900.000,999900.000,4.188,4.188,4.188,4.188,60.000,60.000,60.000,60.000,18.420,13.008,12.412,15.804,47.244,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8594.504,8594.504,0.000,28.654,28.654,0.000,1.643,1.643,0.000,1.684,1.684,0.000,period-based
66,66,bpr,21,24,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10310.469,-1.000,0.000,,13:5591;23:1500;,0.000,0.000,0.000,,,,0.000,10310.469,11.928,15.091,9.379,0.252,2.110,2.110,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,10310.469,0.955,1.142,2.240,1.083,60.000,51.000,0.400,4.000,7.952,4.604,19223.994,2049.674,19223.994,2049.674,1534.150,1443.176,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",10310.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10310.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4885.358,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.110484,0.000000,0.000000,0.000000,2.110484,2.110484,2.110484,2.110484,11.928,999900.000,999900.000,999900.000,11.928,11.928,11.928,11.928,60.000,60.000,60.000,60.000,6.097,4.832,4.684,5.502,42.279,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10310.469,10310.469,0.000,15.091,15.091,0.000,2.110,2.110,0.000,2.240,2.240,0.000,period-based
67,67,bpr,22,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18366.613,-1.000,0.000,,10:8079;14:663;19:4560;,0.000,0.000,0.000,,,,0.000,18366.613,9.031,19.931,12.387,0.332,1.913,1.913,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,18366.613,0.955,1.142,2.003,1.083,60.000,51.000,0.400,4.000,10.951,6.856,34244.773,2764.494,34244.773,2764.494,1846.163,1684.105,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",18366.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18366.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9599.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.913352,0.000000,0.000000,0.000000,1.913352,1.913352,1.913352,1.913352,9.031,999900.000,999900.000,999900.000,9.031,9.031,9.031,9.031,60.000,60.000,60.000,60.000,9.610,7.263,6.997,8.489,43.672,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18366.613,18366.613,0.000,19.931,19.931,0.000,1.913,1.913,0.000,2.003,2.003,0.000,period-based
68,68,bpr,22,20,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7000.000,-1.000,0.000,,18:3900;19:0;21:0;,0.000,0.000,0.000,,,,0.000,7000.000,7.713,38.895,24.173,0.648,1.379,1.379,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,7000.000,0.955,1.142,1.378,0.750,60.000,51.000,0.400,4.000,25.665,20.868,21752.641,899.865,21752.641,899.865,316.532,213.591,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",7000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5075.697,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.379121,0.000000,0.000000,0.000000,1.379121,1.379121,1.379121,1.379121,7.713,999900.000,999900.000,999900.000,7.713,7.713,7.713,7.713,60.000,60.000,60.000,60.000,32.795,22.672,21.490,28.092,52.841,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7000.000,7000.000,0.000,38.895,38.895,0.000,1.379,1.379,0.000,1.378,1.378,0.000,period-based
69,69,bpr,22,21,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8590.254,-1.000,0.000,,20:0;24:3804;,0.000,0.000,0.000,,,,0.000,8590.254,4.184,28.684,17.827,0.478,1.643,1.643,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,8590.254,0.955,1.142,1.683,1.083,60.000,51.000,0.400,4.000,17.079,12.121,10677.755,598.966,10677.755,598.966,312.625,262.094,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",8590.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8590.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.642524,0.000000,0.000000,0.000000,1.642524,1.642524,1.642524,1.642524,4.184,999900.000,999900.000,999900.000,4.184,4.184,4.184,4.184,60.000,60.000,60.000,60.000,18.456,13.031,12.434,15.834,47.259,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8590.254,8590.254,0.000,28.684,28.684,0.000,1.643,1.643,0.000,1.683,1.683,0.000,period-based
70,70,bpr,22,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9651.058,-1.000,0.000,,14:1135;24:2055;,0.000,0.000,0.000,,,,0.000,9651.058,12.329,19.467,12.099,0.324,1.930,1.930,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,9651.057,0.955,1.142,2.023,1.083,60.000,51.000,0.400,4.000,10.652,6.621,23992.686,1983.063,23992.686,1983.063,1339.660,1226.118,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",9651.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9651.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.930211,0.000000,0.000000,0.000000,1.930211,1.930211,1.930211,1.930211,12.329,999900.000,999900.000,999900.000,12.329,12.329,12.329,12.329,60.000,60.000,60.000,60.000,9.233,7.009,6.755,8.172,43.522,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9651.058,9651.058,0.000,19.467,19.467,0.000,1.930,1.930,0.000,2.023,2.023,0.000,period-based
71,71,bpr,23,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8380.546,-1.000,0.000,,11:3756;15:1403;,0.000,0.000,0.000,,,,0.000,8380.546,9.031,26.574,16.516,0.443,1.702,1.702,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,8380.546,0.955,1.142,1.752,1.083,60.000,51.000,0.400,4.000,15.510,10.691,20834.172,1261.469,20834.172,1261.469,702.766,604.171,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",8380.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8380.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4924.791,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.701706,0.000000,0.000000,0.000000,1.701706,1.701706,1.701706,1.701706,9.031,999900.000,999900.000,999900.000,9.031,9.031,9.031,9.031,60.000,60.000,60.000,60.000,16.007,11.457,10.955,13.809,46.264,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8380.546,8380.546,0.000,26.574,26.574,0.000,1.702,1.702,0.000,1.752,1.752,0.000,period-based
72,72,bpr,23,22,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9618.648,-1.000,0.000,,15:3329;20:1800;,0.000,0.000,0.000,,,,0.000,9618.648,12.217,19.644,12.209,0.327,1.924,1.924,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,9618.649,0.955,1.142,2.015,1.083,60.000,51.000,0.400,4.000,10.766,6.710,23912.115,1958.560,23912.115,1958.560,1317.317,1204.156,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",9618.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9618.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.923730,0.000000,0.000000,0.000000,1.923730,1.923730,1.923730,1.923730,12.217,999900.000,999900.000,999900.000,12.217,12.217,12.217,12.217,60.000,60.000,60.000,60.000,9.376,7.106,6.847,8.293,43.579,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9618.648,9618.648,0.000,19.644,19.644,0.000,1.924,1.924,0.000,2.015,2.015,0.000,period-based
73,73,bpr,23,24,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7890.312,-1.000,0.000,,13:3709;21:1500;,0.000,0.000,0.000,,,,0.000,7890.312,3.748,32.017,19.898,0.534,1.554,1.554,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,7890.312,0.955,1.142,1.579,1.083,60.000,51.000,0.400,4.000,19.691,14.621,9807.721,492.888,9807.721,492.888,229.877,183.464,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",7890.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7890.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5078.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.553667,0.000000,0.000000,0.000000,1.553667,1.553667,1.553667,1.553667,3.748,999900.000,999900.000,999900.000,3.748,3.748,3.748,3.748,60.000,60.000,60.000,60.000,22.731,15.788,15.022,19.389,48.982,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7890.312,7890.312,0.000,32.017,32.017,0.000,1.554,1.554,0.000,1.579,1.579,0.000,period-based
74,74,bpr,24,13,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11100.780,-1.000,0.000,,12:4515;,0.000,0.000,0.000,,,,0.000,11100.780,17.560,13.667,8.494,0.228,2.180,2.180,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,11100.781,0.955,1.142,2.325,1.083,60.000,51.000,0.400,4.000,7.116,4.018,27596.719,3248.862,27596.719,3248.862,2508.810,2378.213,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",11100.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11100.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5091.256,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.180362,0.000000,0.000000,0.000000,2.180362,2.180362,2.180362,2.180362,17.560,999900.000,999900.000,999900.000,17.560,17.560,17.560,17.560,60.000,60.000,60.000,60.000,5.227,4.205,4.083,4.748,41.939,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11100.780,11100.780,0.000,13.667,13.667,0.000,2.180,2.180,0.000,2.325,2.325,0.000,period-based
75,75,bpr,24,21,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10252.076,-1.000,0.000,,20:3202;22:3834;,0.000,0.000,0.000,,,,0.000,10252.076,11.727,15.349,9.539,0.256,2.099,2.099,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,10252.076,0.955,1.142,2.226,1.083,60.000,51.000,0.400,4.000,8.105,4.714,19115.121,2003.801,19115.121,2003.801,1491.197,1400.737,"LINESTRING (-96.749102 43.502919, -96.730880 43.510239)",10252.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10252.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4885.358,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.098531,0.000000,0.000000,0.000000,2.098531,2.098531,2.098531,2.098531,11.727,999900.000,999900.000,999900.000,11.727,11.727,11.727,11.727,60.000,60.000,60.000,60.000,6.263,4.950,4.796,5.645,42.343,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10252.076,10252.076,0.000,15.349,15.349,0.000,2.099,2.099,0.000,2.226,2.226,0.000,period-based
76,76,bpr,24,23,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7852.656,-1.000,0.000,,14:2565;22:1987;,0.000,0.000,0.000,,,,0.000,7852.656,3.715,32.302,20.076,0.538,1.546,1.546,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,7852.656,0.955,1.142,1.571,1.083,60.000,51.000,0.400,4.000,19.923,14.850,9760.915,486.199,9760.915,486.199,224.444,178.252,"LINESTRING (-96.748938 43.503202, -96.750642 43.514896)",7852.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7852.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5078.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.546252,0.000000,0.000000,0.000000,1.546252,1.546252,1.546252,1.546252,3.715,999900.000,999900.000,999900.000,3.715,3.715,3.715,3.715,60.000,60.000,60.000,60.000,23.119,16.041,15.259,19.714,49.137,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7852.656,7852.656,0.000,32.302,32.302,0.000,1.546,1.546,0.000,1.571,1.571,0.000,period-based
